风险等级,金融信息关注程度a4002a,风险和汇报组合选择a4003,股票和基金风险更大a4007,银行储蓄卡数量d1103,活期存款余额d1105,定期存款总额d2104_imp,是否持有基金d5102,是否拥有银行理财产品d7102,去年平均每月伙食费g1001,伙食费中在外就餐花费g1002,去年平均每月购买日常用品支出g1006,去年平均每月本地交通支出g1008_imp,去年每月通信费支出g1009_imp,去年平均每月文化娱乐支出g1010_imp,去年购买衣物支出g1011_imp,去年旅游总支出g1018_imp,去年平均每月水/电/燃料费/物业g1005,asset,total_income_imp,金融信息/银行储蓄卡,金融信息/伙食费,风险汇报选择/旅游
3,3,5,1,2,300000,200000,2,2,3000,2000,600,500.0000305,199.9999542,80.00000763,1999.999878,0,150,2088994.875,119440,1.499925004,0.999999667,50000
4,3,3,1,3,10000,10000,2,2,2000,500,300,99.99999237,199.9999542,99.99999237,4999.999512,2999.999023,500,613260,189000,0.999966668,1.49999925,0.001
4,3,4,1,,,100000,2,2,2000,300,200,500.0000305,80.00000763,149.9999695,10000.00293,10000.00293,200,1450000,166533,30000,1.49999925,0.0004
0,4,3,1,5,25,30000,2,2,2000,100,100,0,50,10.00000095,275,8,150,401325,7475,0.799984,1.999999,0.374995313
0,4,5,1,,,130000,2,2,1000,300,100,0,59.99998856,99.99999237,1000.000061,0,300,779908.3125,45400,40000,3.999996,50000
0,4,5,5,0,45000,10000,,2,500,0,100,0,20.00000191,20.00000191,1000.000061,0,67,307000,14960,40000,7.999984,50000
0,5,6,5,,,10000,,2,200,0,,0,199.9999542,8,99.99999237,0,,427449.5,86731,50000,24.999875,60000
0,3,5,4,2,10000,50000,,2,2000,500,500,300.0000305,500.0000305,300.0000305,4999.999512,4999.999512,900,1411377.125,99000,1.499925004,1.49999925,0.001
0,2,3,4,,,10000,,2,300,170,50,0,59.99998856,0,0,0,250,131880,25900,20000,6.666644445,30000
4,2,3,1,5,10000,20000,1,2,1500,400,50,300.0000305,99.99999237,99.99999237,4999.999512,0,200,662673.3125,131500,0.399992,1.333332444,30000
0,4,1,1,2,55000,100000,2,2,2000,1000,550,20000.00391,99.99999237,166.9999695,17499.99219,4999.999512,200,2786915.75,109050,1.999900005,1.999999,0.0002
2,3,4,1,8,7500,100000,2,2,2000,1000,200,500.0000305,149.9999695,50,5500,10000.00293,120,959530.6875,126000,0.374995313,1.49999925,0.0004
0,4,5,1,3,30000,100000,2,2,5500,3500,500,2999.999023,500.0000305,0,10000.00293,0,200,2771118,925000,1.33328889,0.727272595,50000
1,2,5,1,4,20000,150000,2,2,2000,600,50,99.99999237,199.9999542,99.99999237,1999.999878,4000.001953,100,768600,107500,0.4999875,0.9999995,0.001249999
0,5,5,,,,30000,2,2,250,150,150,500.0000305,75,23,649.9998779,0,100,149500,23030,50000,19.99992,50000
0,2,5,1,1,0,100000,2,2,220,0,20,0,10.00000095,0,199.9999542,1299.999878,63,133720,5780,1.99980002,9.090867769,0.003846154
0,3,5,1,1,5000,30000,2,2,1000,300,1000,749.999939,99.99999237,145.0000305,1999.999878,5999.999512,80,145550,-10700,2.99970003,2.999997,0.000833333
0,4,4,4,0,7000,10000,,2,200,0,100,0,24.99999809,0,199.9999542,0,25,114585.5547,2262,40000,19.9999,40000
0,3,3,1,1,10000,7500,2,2,2000,1000,100,149.9999695,50,31,1000.000061,0,300,914149.4375,17100,2.99970003,1.49999925,30000
0,5,5,5,,,10000,,2,300,0,17,20.00000191,10.00000095,24.00000191,450,0,140,87561.90625,15369,50000,16.66661111,50000
0,5,4,5,,,10000,,2,0,0,20,10.00000095,9,0,0,0,40,18100,3200,50000,5000000,40000
0,2,5,2,0,750,500,2,2,150,100,35,0,20.00000191,29.99999809,199.9999542,0,58,13685,5202,20000,13.33324445,50000
0,4,5,1,,,35000,2,2,600,300,50,10.00000095,20.00000191,29.99999809,1999.999878,0,38,252849.2344,47920,40000,6.666655556,50000
0,5,5,1,0,80000,50000,2,2,500,90,200,50,50,24.00000191,1000.000061,500.0000305,179,397600,-26972,50000,9.99998,0.009999997
0,2,5,1,1,0,30000,2,2,600,300,3000,0,50,50,0,0,260,265766.75,77110,1.99980002,3.333327778,50000
0,3,5,1,5,5000,20000,2,2,2000,100,200,50,99.99999237,50,1000.000061,0,123,423875.9063,11100,0.599988,1.49999925,50000
1,4,4,1,2,10000,500000,1,2,2000,290,100,41.00000381,50,326.000061,1999.999878,0,192,1130030.375,114600,1.999900005,1.999999,40000
0,3,5,1,3,35000,100000,2,2,2000,500,200,199.9999542,35,99.99999237,2999.999023,0,300,179112.2656,110450,0.999966668,1.49999925,50000
0,2,5,,1,,100000,2,2,2000,0,500,0,40,31,0,0,150,347002.4688,62420,1.99980002,0.9999995,50000
0,3,3,1,2,50000,100000,2,2,1000,500,500,1000.000061,199.9999542,199.9999542,1999.999878,0,300,1539150,97120,1.499925004,2.999997,30000
3,2,3,1,4,5000,100000,2,2,1000,50,20,520.000061,99.99999237,29.99999809,1000.000061,0,164,2102222.75,66600,0.4999875,1.999998,30000
0,3,5,5,3,82500,15000,,2,1500,750,0,1,42.00000381,29.00000191,500.0000305,10000.00293,667,140715.0938,565500,0.999966668,1.999998667,0.0005
4,5,5,1,3,12000,1000,2,2,500,300,100,1000.000061,99.99999237,59.99998856,4999.999512,1999.999878,100,600868.4375,91800,1.666611113,9.99998,0.0025
1,4,5,5,0,47500,550000,,1,1500,0,20,11,20.00000191,41.00000381,199.9999542,0,220,1386902.25,91880,40000,2.666664889,50000
0,5,5,1,5,50000,20000,2,2,2000,1000,0,50,199.9999542,24.99999809,1999.999878,10000.00293,2000,763338.375,69200,0.99998,2.49999875,0.0005
1,3,4,1,2,2500,30000,2,2,600,150,60,350.000061,84.99998474,67,1999.999878,1999.999878,365,358912.0625,57720,1.499925004,4.999991667,0.002
0,5,5,5,1,0,30000,,2,500,0,85,84.99998474,20.00000191,11,1999.999878,0,110,215136,22055,4.99950005,9.99998,50000
0,5,5,4,,,30000,,2,250,0,65,10.00000095,54.99999237,0,1999.999878,0,100,60000,15500,50000,19.99992,50000
0,3,5,1,1,50000,50000,2,2,2000,200,200,300.0000305,149.9999695,29.99999809,1999.999878,500.0000305,200,388539.1875,101000,2.99970003,1.49999925,0.009999997
0,5,6,5,1,0,10000,,2,30,0,10,0,10.00000095,0,99.99999237,0,40,18500,7870,4.99950005,166.6611113,60000
0,4,5,5,2,0,25000,,2,1000,0,30,0,0,24.99999809,0,0,300,240423.25,50750,1.999900005,3.999996,50000
3,5,4,1,3,30000,60000,1,2,800,150,500,50,99.99999237,850.0001221,2999.999023,0,1000,734420,93420,1.666611113,6.249992188,40000
1,3,4,1,5,3000,100000,2,2,1500,200,75,29.99999809,149.9999695,50,199.9999542,99.99999237,200,403500,36200,0.599988,1.999998667,0.039999963
0,3,2,1,4,200000,50000,2,2,2000,1000,20,1000.000061,149.9999695,59.99998856,1999.999878,1000.000061,125,1701054.25,56136,0.74998125,1.49999925,0.002
0,1,3,1,2,3000,20000,2,2,1000,0,850,50,199.9999542,90,2999.999023,500.0000305,100,351450,37000,0.499975001,0.999999,0.005999998
0,3,6,1,2,50000,50000,2,2,800,0,25,29.99999809,300.0000305,64.00001526,1999.999878,0,110,752117.3125,86070,1.499925004,3.749995313,60000
0,4,5,4,,,40000,,2,3500,0,200,199.9999542,99.99999237,59.99998856,1999.999878,0,200,386034.25,119500,40000,1.142856816,50000
0,2,3,1,3,5000,60000,2,2,2000,1000,45,599.999939,300.0000305,199.9999542,4999.999512,,200,1261733.75,205000,0.666644445,0.9999995,30000
0,5,5,5,,,20000,,2,500,0,100,0,0,10.00000095,99.99999237,0,,75714.21094,7090,50000,9.99998,50000
0,1,5,1,,,10000,2,2,500,30,100,99.99999237,140.0000153,35,2499.999512,0,60,236850,33401,10000,1.999996,50000
0,3,4,2,4,5000,40000,2,2,1500,65,50,24.99999809,99.99999237,50,1999.999878,0,90,182067,43604,0.74998125,1.999998667,40000
0,4,3,1,3,10000,30000,2,2,3000,800,200,40,99.99999237,37,2999.999023,0,150,1416781.125,98600,1.33328889,1.333332889,30000
0,4,4,1,,,10000,2,2,1000,700,40,199.9999542,159.9999695,24.00000191,2999.999023,0,270,412200,68370,40000,3.999996,40000
3,3,4,1,3,150000,50000,2,2,2000,0,80,300.0000305,99.99999237,149.9999695,15000.00391,24999.99414,120,1296600,41000,0.999966668,1.49999925,0.00016
0,4,5,1,1,4000,20000,2,2,2500,1000,100,0,99.99999237,24.99999809,4000.001953,0,200,332256.625,55200,3.99960004,1.59999936,50000
0,4,3,2,5,10000,50000,2,2,1500,100,200,99.99999237,149.9999695,15,2999.999023,0,300,1167436.75,124733,0.799984,2.666664889,30000
0,5,5,5,,,30000,,2,200,0,30,10.00000095,29.99999809,0,1000.000061,0,60,206894.7813,13979,50000,24.999875,50000
0,4,5,1,3,7540,20000,2,2,400,170,400,40,40,66.00001526,2999.999023,0,160,425220.9375,62905,1.33328889,9.999975,50000
0,2,5,1,3,3500,40000,2,2,300,50,30,29.99999809,20.00000191,0,0,0,17,1229956.5,25299,0.666644445,6.666644445,50000
0,4,5,1,1,0,30000,2,2,600,20,20,20.00000191,20.00000191,0,399.9999695,0,50,340350,2260,3.99960004,6.666655556,50000
0,4,5,4,2,2400,55000,,2,200,65,60,99.99999237,199.9999542,45,1599.999878,0,150,695614.1875,29090,1.999900005,19.9999,50000
0,4,3,1,2,40,15000,2,2,500,0,20,0,11.99999905,0,0,0,17,166569.4063,18230,1.999900005,7.999984,30000
0,5,3,5,1,10000,10000,,2,1000,0,45,0,20.00000191,0,1999.999878,0,120,86351.8125,28190,4.99950005,4.999995,30000
0,4,1,1,1,0,50000,2,2,2500,300,200,0,199.9999542,56.99999619,4000.001953,0,116,113650,35945,3.99960004,1.59999936,10000
0,4,5,1,1,8000,20000,2,2,800,0,150,7,20.00000191,27.00000191,199.9999542,0,100,161002.8125,20490,3.99960004,4.99999375,50000
0,2,4,1,2,20000,50000,2,2,600,200,30,0,15,40,4000.001953,0,75,386302.4063,19960,0.999950002,3.333327778,40000
0,4,5,5,2,0,50000,,2,3000,500,100,20.00000191,80.00000763,24.00000191,1000.000061,0,200,562090.3125,81700,1.999900005,1.333332889,50000
0,3,3,1,3,10000,20000,2,2,2000,200,100,50,50,99.99999237,653.7533569,0,200,253800,72274,0.999966668,1.49999925,30000
0,3,3,1,4,7000,30000,2,2,3000,2000,200,50,199.9999542,40,4000.001953,1000.000061,150,331693.9688,93600,0.74998125,0.999999667,0.003
0,4,5,1,3,40000,60000,2,2,2500,500,150,120.0000153,179.9999542,59.99998856,4000.001953,2999.999023,200,1001313.813,39200,1.33328889,1.59999936,0.001666667
1,4,3,1,2,0,20000,2,2,2500,500,300,0,99.99999237,199.9999542,1999.999878,0,500,486070.0625,46000,1.999900005,1.59999936,30000
0,4,5,1,2,100000,100000,2,2,1000,0,15,20.00000191,59.99998856,0,10000.00293,0,40,637525.8125,18988,1.999900005,3.999996,50000
0,5,3,5,1,0,40000,,2,300,50,20,0,29.99999809,8,1499.999756,0,125,695967.8125,91110,4.99950005,16.66661111,30000
0,2,5,1,1,5000,30000,2,2,650,0,100,0,5.999999523,70.00001526,1999.999878,0,150,76600,37000,1.99980002,3.076918343,50000
0,5,5,1,4,0,150000,2,2,1000,100,50,99.99999237,99.99999237,24.99999809,1999.999878,0,150,680722.125,121606,1.249968751,4.999995,50000
0,4,5,1,2,50000,150000,2,2,1500,700,20,500.0000305,120.0000153,99.99999237,2999.999023,0,120,1678037.25,116870,1.999900005,2.666664889,50000
0,2,3,1,1,3000,20000,2,2,2300,120,100,99.99999237,149.9999695,24.99999809,1999.999878,0,200,236388.1875,85687,1.99980002,0.869564839,30000
0,2,5,1,1,10000,100000,2,2,4500,0,200,99.99999237,199.9999542,99.99999237,3499.999512,0,700,475526.6875,48250,1.99980002,0.444444346,50000
0,4,5,4,1,10000,30000,,2,600,0,150,35,50,0,0,0,30,109800,16050,3.99960004,6.666655556,50000
0,3,5,5,2,6500,50000,,2,1500,100,13,29.99999809,24.99999809,13.00000095,500.0000305,0,230,139216.2188,23154,1.499925004,1.999998667,50000
0,3,5,4,2,5000,10000,,2,1500,1000,30,1029.999878,50,59.99998856,500.0000305,0,60,315530,-4645,1.499925004,1.999998667,50000
0,4,5,1,1,0,20000,2,2,300,0,150,50,50,0,1999.999878,0,50,182500,29662,3.99960004,13.33328889,50000
0,1,5,1,,,30000,2,2,900,100,20,99.99999237,29.99999809,0,1000.000061,0,50,135830.4844,36480,10000,1.111109877,50000
0,2,5,1,3,10000,10000,2,2,700,0,50,29.99999809,29.99999809,15,1000.000061,0,40,168700,32850,0.666644445,2.857138776,50000
0,4,5,5,,,20000,,2,150,0,50,29.99999809,59.99998856,13.00000095,800.0001221,0,50,432000,45316,40000,26.66648889,50000
0,2,5,1,1,0,40000,2,2,1300,500,500,59.99998856,450,270.0000305,1499.999756,0,100,269660,78223,1.99980002,1.538460355,50000
0,5,5,2,,20000,50000,2,2,1500,1500,100,199.9999542,300.0000305,42.00000381,4999.999512,0,500,1103000,96000,50000,3.333331111,50000
0,3,4,1,3,270000,30000,2,2,1000,180,300,99.99999237,225.0000153,13.00000095,3499.999512,4999.999512,325,911030,48100,0.999966668,2.999997,0.0008
0,2,5,1,5,50000,20000,2,2,800,0,30,0,29.99999809,10.00000095,0,0,200,303000,68000,0.399992,2.499996875,50000
0,5,5,5,0,20000,20000,,2,1500,0,150,27.99999809,10.00000095,29.99999809,2999.999023,0,200,350500,35273,50000,3.333331111,50000
0,4,5,5,,,40000,,2,1000,0,30,0,99.99999237,99.99999237,300.0000305,0,150,344149.625,60184,40000,3.999996,50000
0,5,4,5,0,20000,20000,,2,100,0,150,50,40,0,399.9999695,0,30,64500,8900,50000,49.9995,40000
0,5,5,,,,50000,2,2,400,0,50,80.00000763,35,0,1000.000061,0,80,114150,4050,50000,12.49996875,50000
0,5,5,5,0,3000,3000,,2,400,0,10,29.99999809,15,0,199.9999542,0,100,321253.5938,18910,50000,12.49996875,50000
0,5,5,5,1,0,40000,,2,200,0,50,99.99999237,99.99999237,0,300.0000305,0,120,77500,12900,4.99950005,24.999875,50000
0,2,5,5,,,3000,,2,100,0,10,199.9999542,760.0001221,0,124.9999847,0,60,130360,-36180,20000,19.9998,50000
0,3,3,1,1,5000,20000,2,2,1500,500,200,199.9999542,199.9999542,199.9999542,2999.999023,0,260,168620,102600,2.99970003,1.999998667,30000
0,4,6,5,2,10000,10000,,2,800,0,10,20.00000191,40,24.99999809,500.0000305,0,70,43000,28400,1.999900005,4.99999375,60000
0,5,5,5,1,15000,10000,,2,2000,450,50,0,399.9999695,50,1999.999878,0,150,40000,27592,4.99950005,2.49999875,50000
0,5,5,1,4,4000,50000,2,2,1800,0,60,40,29.99999809,81.99998474,0,0,200,304089.5313,45300,1.249968751,2.777776235,50000
0,5,4,1,1,5000,30000,2,2,600,0,100,99.99999237,199.9999542,82.99998474,1999.999878,0,200,1285500,39931,4.99950005,8.333319444,40000
0,4,5,1,4,15000,20000,2,2,1800,500,70,149.9999695,250.0000305,90,2999.999023,0,150,376256.9063,74100,0.999975001,2.222220988,50000
0,4,4,1,5,200000,40000,2,2,2000,500,100,50,300.0000305,300.0000305,2999.999023,0,300,1176358.75,250900,0.799984,1.999999,40000
0,4,5,5,2,10000,10000,,2,300,0,18,5,0,24.00000191,0,0,80,234613.3438,150,1.999900005,13.33328889,50000
0,4,5,1,,,10000,2,2,100,0,20,0,20.00000191,0,0,0,80,153003.5,14577,40000,39.9996,50000
0,4,5,1,3,300000,100000,2,2,1000,100,300,199.9999542,599.999939,53.85767746,10000.00293,0,120,1562500,33250,1.33328889,3.999996,50000
0,5,5,1,1,5500,100000,2,2,500,0,100,10.00000095,99.99999237,24.00000191,1000.000061,0,370,993005.3125,67200,4.99950005,9.99998,50000
0,3,5,1,2,10000,200000,2,2,1000,200,20,199.9999542,80.00000763,24.00000191,2999.999023,0,120,372050.25,71311,1.499925004,2.999997,50000
0,4,5,1,5,50000,50000,2,2,500,0,100,59.99998856,35.99999619,24.00000191,199.9999542,0,80,197475,47200,0.799984,7.999984,50000
0,4,3,1,8,4800,200000,2,2,2500,200,60,59.99998856,120.0000153,124.9999847,1000.000061,1999.999878,450,534669.5625,94800,0.49999375,1.59999936,0.0015
0,5,5,1,2,15000,100000,2,2,2000,120,200,0,29.99999809,230.9999847,2999.999023,0,230,288051.625,66600,2.499875006,2.49999875,50000
0,1,5,5,,,100000,,2,450,0,50,0,20.00000191,0,0,0,30,242745.4063,6600,10000,2.222217284,50000
0,2,4,1,,,50000,2,2,1666,250,100,250.0000305,99.99999237,99.99999237,1999.999878,0,250,447000,151296,20000,1.200479472,40000
0,5,5,5,,,10000,,2,50,0,4,0,16,0,90,0,10,52317.5,6374,50000,99.99800004,50000
0,4,5,1,2,530,50000,2,2,1500,100,100,416.0000305,300.0000305,13.00000095,1000.000061,0,241,476177.5,45025,1.999900005,2.666664889,50000
0,3,4,1,3,0,20000,2,2,2000,1000,300,99.99999237,399.9999695,1000.000061,4999.999512,0,300,589302.9375,165096,0.999966668,1.49999925,40000
0,4,5,1,3,50,360000,2,2,300,0,50,50,15,15,1000.000061,0,53,579275.1875,68415,1.33328889,13.33328889,50000
0,2,5,5,3,0,40000,,2,1500,500,250,399.9999695,500.0000305,90,2999.999023,0,130,254657.8438,75010,0.666644445,1.333332444,50000
0,4,5,5,,,16000,,2,1000,0,100,149.9999695,50,0,599.999939,0,35,221996.4375,37790,40000,3.999996,50000
0,4,3,1,1,1600,5000,2,2,400,0,15,29.99999809,59.99998856,0,500.0000305,0,50,15590,2700,3.99960004,9.999975,30000
0,4,4,1,0,5000,40000,2,2,800,100,100,20.00000191,69.69168854,0,800.0001221,0,30,329234.25,12364,40000,4.99999375,40000
0,5,6,5,2,500,200,,2,1000,,500,99.99999237,59.99998856,288,2999.999023,0,550,813399.8125,132867,2.499875006,4.999995,60000
0,1,3,1,1,0,50000,2,2,800,0,500,99.99999237,24.99999809,0,1999.999878,0,800,237758.7813,22340,0.99990001,1.249998438,30000
0,4,4,5,4,3000,20000,,2,1400,800,300,149.9999695,199.9999542,0,2999.999023,0,180,32155.11328,76600,0.999975001,2.857140816,40000
0,5,5,5,2,0,20000,,2,800,300,100,500.0000305,59.99998856,50,1999.999878,0,50,39020,21396,2.499875006,6.249992188,50000
0,3,5,1,0,5000,60000,2,2,2200,0,83,0,70.00001526,47.99999619,2999.999023,0,299,99030.70313,51200,30000,1.363635744,50000
0,3,5,1,,,10000,2,2,780,0,80,0,40,42.00000381,70.00001526,1099.999756,130,92220,24730,30000,3.846148915,0.004545455
2,3,5,1,2,45000,50000,2,1,1500,1200,200,179.9999542,399.9999695,20.00000191,9000.000977,0,120,977000,78300,1.499925004,1.999998667,50000
0,3,5,1,3,16000,100000,2,2,1500,0,125,0,99.99999237,31,1999.999878,0,200,718290.4375,89500,0.999966668,1.999998667,50000
0,3,3,1,2,6000,20000,2,2,1500,100,150,99.99999237,99.99999237,1000.000061,5999.999512,500.0000305,400,81650,93300,1.499925004,1.999998667,0.005999998
4,1,1,1,3,,20000,2,2,1500,100,20,10.00000095,50,0,500.0000305,0,110,186690,48000,0.333322223,0.666666222,10000
3,4,3,1,9,200000,5000,2,2,1200,300,150,2999.999023,399.9999695,283.000061,4000.001953,4500.000488,600,826100,165916,0.444439506,3.333330556,0.000666667
0,3,6,4,0,0,20000,,2,2000,500,300,0,300.0000305,29.99999809,0,0,225,685228.9375,73490,30000,1.49999925,60000
0,4,5,1,4,50000,50000,2,2,5000,350,200,145.0000305,199.9999542,91.99999237,5999.999512,1999.999878,140,339106.875,82620,0.999975001,0.79999984,0.0025
0,5,4,1,2,5500,10000,2,2,1500,0,100,350.000061,99.99999237,99.99999237,1999.999878,0,100,165155.5156,43973,2.499875006,3.333331111,40000
0,3,3,1,7,10000,70000,2,2,1000,0,200,300.0000305,99.99999237,80.00000763,4999.999512,1000.000061,150,526500,68400,0.428565306,2.999997,0.003
0,4,5,2,3,80000,40000,2,2,900,0,50,10.00000095,50,23,11999.99707,0,185,337137.1875,122335,1.33328889,4.444439506,50000
0,4,5,1,4,,200000,2,2,1000,0,50,0,50,50,0,20000.00391,50,1736730.25,142631,0.999975001,3.999996,0.00025
0,4,5,1,,,20000,2,2,1500,0,,0,29.99999809,58.00000381,2992.846924,0,98,341079,520,40000,2.666664889,50000
0,4,5,1,2,50000,50000,2,2,4000,200,500,199.9999542,99.99999237,199.9999542,1999.999878,0,2000,883000,137930,1.999900005,0.99999975,50000
1,4,5,1,0,0,5000,2,2,5000,100,200,29.99999809,41.00000381,0,1000.000061,0,350,1524540,128473,40000,0.79999984,50000
0,5,6,5,2,50000,30000,,2,300,0,10,0,29.99999809,23,250.0000305,599.999939,200,240200,200,2.499875006,16.66661111,0.009999999
0,5,5,5,,,60000,,2,450,0,100,8,17,0,1000.000061,0,35,164040,13770,50000,11.11108642,50000
0,3,5,5,0,80000,20000,,2,310,300,10,240.0000153,50,0,0,0,5,312400,39288,30000,9.677388137,50000
0,3,5,4,0,2000,100000,,2,1000,0,50,99.99999237,29.99999809,0,0,0,50,211000,24660,30000,2.999997,50000
0,3,1,1,0,10000,20000,2,2,800,800,100,99.99999237,54.99999237,50,575,0,300,108548,27800,30000,3.749995313,10000
0,5,4,1,4,100000,85000,2,2,1500,50,30,99.99999237,99.99999237,77.99999237,1000.000061,0,260,213628.0781,79827,1.249968751,3.333331111,40000
0,5,6,5,2,15000,10000,,2,300,0,80,0,70.00001526,29.00000191,1999.999878,0,50,489317.0625,2092,2.499875006,16.66661111,60000
0,4,1,1,2,20000,60000,2,2,3500,500,,11.05069828,99.99999237,99.99999237,2000.3396,0,300,859809.125,8190,1.999900005,1.142856816,10000
0,5,6,5,1,10000,100000,,2,200,0,100,0,99.99999237,10.00000095,1999.999878,0,100,1211500,9000,4.99950005,24.999875,60000
3,3,4,1,2,10000,100000,2,2,2000,,200,300.0000305,50,199.9999542,4999.999512,0,200,613419.125,54200,1.499925004,1.49999925,40000
0,3,2,1,1,1200,180000,2,2,2000,500,100,50,99.99999237,99.99999237,4999.999512,4999.999512,150,622900,159350,2.99970003,1.49999925,0.0004
2,2,6,2,4,10000,40000,1,1,3000,458,200,99.99999237,199.9999542,166,10000.00293,1999.999878,400,1082753.5,162640,0.4999875,0.666666444,0.003
0,4,4,2,3,50000,20000,2,2,1000,600,100,99.99999237,114.9999924,181.9999695,3749.998535,7000.000977,100,405500,124000,1.33328889,3.999996,0.000571428
0,4,2,1,4,15000,10000,2,2,3000,2000,150,149.9999695,300.0000305,120.0000153,8000.000488,500.0000305,150,859800.0625,122033,0.999975001,1.333332889,0.003999999
2,3,3,2,4,3000,150000,2,1,3000,1000,100,120.0000153,90,179.9999542,4000.001953,24999.99414,358,754300,74740,0.74998125,0.999999667,0.00012
0,4,5,1,3,3500,300000,2,2,600,150,10,50,99.99999237,0,1000.000061,0,150,3224360,134200,1.33328889,6.666655556,50000
0,5,5,4,,,10000,,2,2000,,100,0,300.0000305,9.177580833,2507.019287,0,,2543884.5,445,50000,2.49999875,50000
0,5,5,1,3,7000,40000,2,2,2000,500,100,1000.000061,199.9999542,99.99999237,10000.00293,0,200,294456.5625,172470,1.666611113,2.49999875,50000
0,5,4,1,1,20000,50000,2,2,1200,100,100,199.9999542,99.99999237,50,1000.000061,0,2000,480753.25,26540,4.99950005,4.166663194,40000
0,5,5,5,,,10000,,2,300,0,17,20.00000191,33,0,275,0,100,58460,15848,50000,16.66661111,50000
0,3,5,1,2,0,20000,2,2,1000,200,200,199.9999542,99.99999237,1099.999756,1299.999878,0,300,331450,11539,1.499925004,2.999997,50000
0,4,1,2,1,400,10000,2,2,900,600,30,700,20.00000191,0,2200.000244,0,60,89450,35780,3.99960004,4.444439506,10000
0,5,5,1,,,30000,2,2,500,300,200,99.99999237,50,99.99999237,1000.000061,0,100,131040,10890,50000,9.99998,50000
1,4,3,1,4,150000,500000,1,2,5000,3000,1500,1499.999756,228.7067108,2999.999023,430.9547119,20000.00391,1000,8394110,62400,0.999975001,0.79999984,0.00015
3,3,4,1,2,40000,100000,1,2,4000,500,200,300.0000305,300.0000305,199.9999542,8000.000488,2999.999023,600,3291500,159600,1.499925004,0.749999813,0.001333334
4,4,4,1,5,50000,50000,2,2,5000,500,300,2999.999023,199.9999542,199.9999542,2999.999023,20000.00391,1000,10271200,399600,0.799984,0.79999984,0.0002
0,3,5,1,5,30000,400000,2,2,2000,1000,500,700,599.999939,199.9999542,3938.562012,59999.98047,300,5372826,405000,0.599988,1.49999925,8.33E-05
4,1,2,1,4,,300000,2,1,1000,0,3000,4999.999512,800.0001221,500.0000305,10000.00293,20000.00391,2000,14165398,184211,0.24999375,0.999999,1.00E-04
2,3,2,1,3,30000,600000,2,2,2000,1000,500,1000.000061,300.0000305,199.9999542,10000.00293,50000.00781,1000,7587424,785000,0.999966668,1.49999925,4.00E-05
0,2,2,1,2,3000,100000,2,2,6000,100,200,199.9999542,149.9999695,99.99999237,1000.000061,0,200,654000,215560,0.999950002,0.333333278,20000
4,3,3,1,3,500000,25000,1,1,3000,1000,50,800.0001221,149.9999695,90,4000.001953,29999.99219,250,1763097.75,606245,0.999966668,0.999999667,0.0001
3,5,3,1,5,10000,100000,1,1,5000,3000,1000,800.0001221,500.0000305,300.0000305,1000.000061,1999.999878,1200,2370953.5,128500,0.99998,0.9999998,0.0015
3,1,2,2,4,100000,150000,2,1,2000,1000,350,800.0001221,199.9999542,199.9999542,5999.999512,4999.999512,400,1325050,187500,0.24999375,0.49999975,0.0004
4,2,2,1,2,30000,30000,2,2,4000,1000,500,1000.000061,199.9999542,199.9999542,1000.000061,1000.000061,800,1147574.75,159600,0.999950002,0.499999875,0.002
0,3,5,1,1,,200000,2,2,700,0,200,0,50,120.0000153,500.0000305,7499.999023,150,481450,8470,2.99970003,4.285708163,0.000666667
0,3,2,1,4,100000,80000,2,2,2800,300,100,1000.000061,199.9999542,99.99999237,2999.999023,2999.999023,350,1534000,166000,0.74998125,1.071428189,0.000666667
3,3,3,1,3,30000,20000,2,2,3000,0,100,399.9999695,300.0000305,99.99999237,1800.000366,0,400,709247.3125,128080,0.999966668,0.999999667,30000
0,4,3,1,4,30000,10000,2,2,2500,1500,1500,1999.999878,350.000061,149.9999695,2499.999512,20000.00391,200,1562300,169650,0.999975001,1.59999936,0.00015
2,5,3,2,2,200000,100000,2,1,600,0,50,149.9999695,120.0000153,35.99999619,2999.999023,0,75,641687.875,133040,2.499875006,8.333319444,30000
0,4,3,1,2,5000,150000,2,2,1600,500,100,149.9999695,250.0000305,99.99999237,1499.999756,10000.00293,300,512046.3125,6311,1.999900005,2.499998438,0.0003
0,3,5,1,3,10000,400000,2,2,1500,0,,1000.000061,149.9999695,99.99999237,1000.000061,4999.999512,700,1040368,148479,0.999966668,1.999998667,0.001
2,3,4,2,3,300000,100000,2,2,2300,700,100,500.0000305,99.99999237,99.99999237,4999.999512,4999.999512,350,2127500,349125,0.999966668,1.304347259,0.0008
1,5,5,1,3,,10000,1,2,2550,2000,350,500.0000305,220.0000305,59.99998856,1228.747803,0,180,241900,60539,1.666611113,1.960783545,50000
0,5,5,5,3,10000,30000,2,2,3000,2000,1800,0,199.9999542,59.99998856,1999.999878,0,200,437500,52324,1.666611113,1.666666111,50000
3,3,4,1,2,50000,100000,2,2,400,0,,1200.000122,250.0000305,125.7459946,2999.999023,7000.000977,550,1520200,143950,1.499925004,7.49998125,0.000571428
0,4,5,1,2,60000,20000,2,2,3000,300,300,599.999939,300.0000305,199.9999542,9000.000977,0,600,901003.75,140500,1.999900005,1.333332889,50000
0,5,5,5,0,15000,100000,2,2,3000,0,200,0,90,24.99999809,1000.000061,120.0000153,200,674963.125,94700,50000,1.666666111,0.041666627
